,movie_id,avg_rating,num_ratings,title,release_date,video_release_date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster,pca1,pca2
23,24,3.4482758620689653,174,Rumble in the Bronx (1995),23-Feb-1996,,http://us.imdb.com/M/title-exact?Hong%20Faan%20Kui%20(1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.1473158000477786,-1.410996444521198
24,25,3.4436860068259385,293,"Birdcage, The (1996)",08-Mar-1996,,"http://us.imdb.com/M/title-exact?Birdcage,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5496073005833362,-0.00861297163028928
25,26,3.452054794520548,73,"Brothers McMullen, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Brothers%20McMullen,%20The%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.43992005023892605,0.5043000595900219
26,27,3.1052631578947367,57,Bad Boys (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Bad%20Boys%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8270871282440353,-0.4886118568713542
27,28,3.931159420289855,276,Apollo 13 (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Apollo%2013%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.9975466880327344,-2.444876883791064
28,29,2.6666666666666665,114,Batman Forever (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Batman%20Forever%20(1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5160491113595054,-0.542990242757843
29,30,3.945945945945946,37,Belle de jour (1967),01-Jan-1967,,http://us.imdb.com/M/title-exact?Belle%20de%20jour%20(1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8989271874783896,-0.40313944475137875
30,31,3.6298701298701297,154,Crimson Tide (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Crimson%20Tide%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.7337019126803609,-2.0613144134884065
31,32,3.7901234567901234,81,Crumb (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Crumb%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.6375466397163513,-0.019106899282693005
32,33,3.4536082474226806,97,Desperado (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Desperado%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.5625806688778456,-1.6177771431868093
33,34,2.7142857142857144,7,"Doom Generation, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4687130532793413,0.49143204878485214
34,35,2.1818181818181817,11,Free Willy 2: The Adventure Home (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2482143872855946,2.2198859102489497
35,36,2.1538461538461537,13,Mad Love (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-1.461663337914344,0.018038294169428728
36,37,2.25,8,Nadja (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Nadja%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.30705154740029,0.029308503970079083
37,38,3.0083333333333333,120,"Net, The (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.2311526777675312,-1.4720842156520693
38,39,3.264367816091954,87,Strange Days (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2.7655118259140687,-1.9217953920363207
39,40,2.8947368421052633,57,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.6031787169394753,0.6615475506627837
40,41,3.081081081081081,37,Billy Madison (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.6627688925156024,0.668278725759176
41,42,3.804054054054054,148,Clerks (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.04451701583093928,0.2531561466087048
42,43,3.0,40,Disclosure (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.38046957186604485,-1.1472453014503299
43,44,3.3417721518987342,79,Dolores Claiborne (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.148886727503324,-1.3119649311246544
44,45,4.05,80,Eat Drink Man Woman (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.9213537398445915,0.03348534274885347
45,46,3.5555555555555554,27,Exotica (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.007847186681996,-0.2958161444334794
46,47,3.601503759398496,133,Ed Wood (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.756024758238809,0.00590556127773074
47,48,4.094017094017094,117,Hoop Dreams (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.42567405175971534,-0.16866449030021188
48,49,3.3209876543209877,81,I.Q. (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.5867324444712605,0.49351681159900607
49,50,4.3584905660377355,583,Star Wars (1977),01-Jan-1977,,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,6.975653625931413,-2.6905076187411594
50,51,3.45679012345679,81,Legends of the Fall (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,-0.38055113042984734,-0.9271660564264625
51,52,3.769230769230769,91,"Madness of King George, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6846228315745462,-0.49148713195391025
52,53,2.953125,128,Natural Born Killers (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.7817119898922535,-1.562465738019841
53,54,3.2403846153846154,104,Outbreak (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.1098147311979722,-1.893960713578384
54,55,3.704697986577181,149,"Professional, The (1994)",01-Jan-1994,,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0.2025243754381364,-2.44102544147515
55,56,4.060913705583756,394,Pulp Fiction (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8659791756163882,-2.1301149731393827
56,57,4.0,40,Priest (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8765701416819429,-0.42177894918075354
57,58,3.645714285714286,175,Quiz Show (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3264913388121574,-0.661459657423733
58,59,4.0602409638554215,83,Three Colors: Red (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.673037695735273,-0.5353325663588014
59,60,4.015625,64,Three Colors: Blue (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7659156116703807,-0.4812884777920669
60,61,3.864406779661017,59,Three Colors: White (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8131796972616103,-0.4370811290464613
61,62,3.141732283464567,127,Stargate (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.386454741182394,-0.8298804147845532
62,63,3.097560975609756,82,"Santa Clause, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4965355954184596,2.4502795404502318
63,64,4.445229681978798,283,"Shawshank Redemption, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2907728796734408,-1.086018752934873
64,65,3.5391304347826087,115,What's Eating Gilbert Grape (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8473042195782103,0.06142757949181419
65,66,3.549382716049383,162,While You Were Sleeping (1995),01-Jan-1995,,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.18453020083768562,0.2549080934063526
66,67,3.0485436893203883,103,Ace Ventura: Pet Detective (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.37082393905483696,0.5208600579698192
67,68,3.417910447761194,134,"Crow, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.7233902824651102,-1.6966679535560265
68,69,3.853582554517134,321,Forrest Gump (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1.0790355598738268,-0.694429483061609
69,70,3.6613545816733066,251,Four Weddings and a Funeral (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.23465442513682272,0.022611575187217105
70,71,3.7818181818181817,220,"Lion King, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.4370780991835335,5.789168137117641
71,72,3.193798449612403,129,"Mask, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1.4939167677694682,1.4122768200569094
72,73,3.46875,128,Maverick (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.0372192013474972,-0.16732697903413657
73,74,3.0,7,Faster Pussycat! Kill! Kill! (1965),01-Jan-1965,,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.25927236222456124,-0.11529401943097085
74,75,3.0,5,Brother Minister: The Assassination of Malcolm X (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-1.1091436301437578,0.32856586310714553
75,76,3.4074074074074074,54,Carlito's Way (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7723393422905319,-1.1941579617466784
76,77,3.2781456953642385,151,"Firm, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.16499560564943266,-1.4667375837661354
77,78,2.4545454545454546,33,Free Willy (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3919301856977193,2.109782968704945
78,79,4.044642857142857,336,"Fugitive, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2.8971639199271695,-2.283760475777201
79,80,2.764705882352941,68,Hot Shots! Part Deux (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.0854204955954851,-0.393479229530932
80,81,3.5545454545454547,110,"Hudsucker Proxy, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.41789738039339425,0.3754574345825659
81,82,3.7203065134099615,261,Jurassic Park (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.084672526445688,-1.26777053947107
82,83,4.0625,176,Much Ado About Nothing (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-0.037512203012593774,0.11184219568701781
83,84,3.0,18,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-1994,,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.2429990555269654,-0.46132771749653373
84,85,3.0344827586206895,58,"Ref, The (1994)",01-Jan-1994,,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.5758081385592987,0.6291649553007497
85,86,3.94,150,"Remains of the Day, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3909395251871212,-0.6662360590595816
86,87,3.9057971014492754,138,Searching for Bobby Fischer (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4505850280729905,-0.6308078080456506
87,88,3.539906103286385,213,Sleepless in Seattle (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0.04362702719958436,0.13762576261552317
88,89,4.138181818181818,275,Blade Runner (1982),01-Jan-1982,,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2.877120784040593,-2.6504463341081395
89,90,3.0526315789473686,95,So I Married an Axe Murderer (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0.09214344664329178,-0.42199494833912854
90,91,3.5874125874125875,143,"Nightmare Before Christmas, The (1993)",01-Jan-1993,,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1.4934649942812988,3.986651683518034
91,92,3.6153846153846154,104,True Romance (1993),01-Jan-1993,,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1.0989899736046491,-1.5955061032559874
92,93,3.7232142857142856,112,Welcome to the Dollhouse (1995),24-May-1996,,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.8306949678396784,0.028871485791970828
93,94,3.0875912408759123,137,Home Alone (1990),01-Jan-1990,,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.7426284384880252,2.323744819253711
94,95,3.8127853881278537,219,Aladdin (1992),01-Jan-1992,,http://us.imdb.com/M/title-exact?Aladdin%20(1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.2045130640649053,6.344447789094871
95,96,4.0067796610169495,295,Terminator 2: Judgment Day (1991),01-Jan-1991,,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4.345430397305046,-2.641465688920595
96,97,3.79296875,256,Dances with Wolves (1990),01-Jan-1990,,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.7254134379218402,-0.5845694492109399
97,98,4.28974358974359,390,"Silence of the Lambs, The (1991)",01-Jan-1991,,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1.406996659097444,-2.2433785143180085
98,99,3.7093023255813953,172,Snow White and the Seven Dwarfs (1937),01-Jan-1937,,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3.2090167431231427,5.917058651374725
99,100,4.155511811023622,508,Fargo (1996),14-Feb-1997,,http://us.imdb.com/M/title-exact?Fargo%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2.0546525462832856,-3.3576157880074264
100,101,3.26027397260274,73,Heavy Metal (1981),08-Mar-1981,,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,5.626847651164494,1.6849070189470912
101,102,3.1296296296296298,54,"Aristocats, The (1970)",01-Jan-1970,,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9406576645240328,4.533353759440944
102,103,1.8666666666666667,15,All Dogs Go to Heaven 2 (1996),29-Mar-1996,,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2.2003679407068897,6.680511296428714
103,104,1.4,5,Theodore Rex (1995),29-Mar-1996,,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.0819731556868841,1.1045497838607425
104,105,2.5675675675675675,74,Sgt. Bilko (1996),29-Mar-1996,,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.5801438471261723,0.6921101647843155
